Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"R Zhang, L Zhang, T Yu, J Huang…","Feature fusion CNN-LSTM network based gait recognition on covariate of clothing and bag",2021,"2021 3rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9695860/","https://scholar.google.com/scholar?cites=6850194866436790629&as_sdt=80005&sciodt=0,11&hl=en",11,"2026-08-23 16:47:24","","","",,,,,,6,1.20,1,5,5,"Gait, a ubiquitous but distinctive depiction of how people walk, has received growing attention due to it can gather individual characteristics in a noninteractive way without …","","https://scholar.google.com/scholar?q=related:ZVkr6O_HEF8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"B Amogha, R Deshpande","A review on behavioural biometric GAIT recognition",2023,"… of 3rd International Conference on Recent …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-6088-8_9","https://scholar.google.com/scholar?cites=15960177448887315865&as_sdt=80005&sciodt=0,11&hl=en",12,"2026-08-23 16:47:24","","10.1007/978-981-19-6088-8_9","",,,,,,4,1.33,2,2,3,"Vulnerability to individual authentication is a major concern in a number of real time contexts, for example: airport, hospital, workplace, vehicle registrations, metro stations, etc …","https://www.researchgate.net/profile/Manjula-Dalabanjan-2/publication/368762163_Estimation_of_the_Variance_of_Parameters_in_a_Model_Proposed_to_Study_Prognosis_of_Lung_Cancer/links/6420647566f8522c38d6c932/Estimation-of-the-Variance-of-Parameters-in-a-Model-Proposed-to-Study-Prognosis-of-Lung-Cancer.pdf#page=108","https://scholar.google.com/scholar?q=related:me0gQdTwfd0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
5,"R Liu, B Zhang, Z Yu, Z Han, J Wu, T Wang","Vibration-based terrain classification recognition using a six-axis accelerometer",2021,"Computers &Electrical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0045790621005000","https://scholar.google.com/scholar?cites=12039626903346336409&as_sdt=80005&sciodt=0,11&hl=en",13,"2026-08-23 16:47:24","","","",,,,,,5,1.00,1,6,5,"Aging is a key problem in our daily life which demands more technology such as the terrain classification recognition for the detailed path planning. In this article, a six-axis …","https://hal.science/hal-04317498/document","https://scholar.google.com/scholar?q=related:mdIxQuFYFacJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"M Kathing, RK Brahma…","Effective method to reduce covariate issues in gait-based human identification",2022,"2022 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9847713/","https://scholar.google.com/scholar?cites=14868185544440305527&as_sdt=80005&sciodt=0,11&hl=en",14,"2026-08-23 16:47:24","","","",,,,,,4,1.00,1,3,4,"Current research on gait-based human identification is increasingly interested in improving the performance of various existing gait recognition algorithms using various gait templates …","","https://scholar.google.com/scholar?q=related:d1f2RvpnVs4J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"M Ghosh, S Biswas, A Nandy","DGE2I-Net: Exploring Depth Gait Energy and Entropy-Based Image Features for Human Gait Classification Using Deep Neural Networks",2025,"TENCON 2025-2025 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11375066/","",15,"2026-08-23 16:47:24","","","",,,,,,0,0.00,0,3,1,"Image-based gait analysis has become an important research area for extracting comprehensive features for classification of gait abnormality. However, traditional Image …","","https://scholar.google.com/scholar?q=related:S9a6usDUrxgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
4,"Y Huang, Y Liang, Z Han, M Du","Two-stream convolutional network extracting effective spatiotemporal information for gait recognition",2019,"… International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9084872/","https://scholar.google.com/scholar?cites=3546482236636437016&as_sdt=80005&sciodt=0,11&hl=en",16,"2026-08-23 16:47:24","","","",,,,,,4,0.57,1,4,7,"Gait recognition identifies a person based on gait feature which is a kind of unique biometric feature that can be acquired at a distance and needn't cooperation. Gait features consist of …","","https://scholar.google.com/scholar?q=related:GJry3M2iNzEJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
1,"M Kathing, RK Brahma, S Saharia","Comparative study on different classifiers for gait-based human identification",2022,"Advanced Machine Intelligence and …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-0840-8_10","https://scholar.google.com/scholar?cites=10779908868379291349&as_sdt=80005&sciodt=0,11&hl=en",17,"2026-08-23 16:47:24","","10.1007/978-981-19-0840-8_10","",,,,,,1,0.25,0,3,4,"Gait pattern classification is a way of classifying the human walking pattern for identification purposes. The paper aims to compare different classifiers for gait-based human …","https://www.researchgate.net/profile/Rishang-Brahma/publication/361549725_Comparative_Study_on_Different_Classifiers_for_Gait-Based_Human_Identification/links/6423d0fe92cfd54f84388d62/Comparative-Study-on-Different-Classifiers-for-Gait-Based-Human-Identification.pdf","https://scholar.google.com/scholar?q=related:1a7UWgDumZUJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"B Amogha, R Deshpande","GAIT Recognition",2023,"Proceedings of 3rd International …","books.google.com","https://books.google.com/books?hl=en&lr=&id=XBSwEAAAQBAJ&oi=fnd&pg=PA89&ots=O8g-4-Q0pt&sig=P613BOWneOp6QFOfHJz5-Y3JkQs","",18,"2026-08-23 16:47:24","","","",,,,,,0,0.00,0,2,3,"Vulnerability to individual authentication is a major concern in a number of real time contexts, for example: airport, hospital, workplace, vehicle registrations, metro stations, etc …","","https://scholar.google.com/scholar?q=related:cCj4at3E3tAJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
1,"C Prakash, U Mishra, M Jain, R Kumar…","Automated kinematic analysis using holistic based human gait motion for biomedical applications",2018,"2018 8th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8442947/","https://scholar.google.com/scholar?cites=6625958904250421754&as_sdt=80005&sciodt=0,11&hl=en",19,"2026-08-23 16:47:24","","","",,,,,,1,0.13,0,5,8,"Gait analysis is a valuable tool that can be used in human motion tracking in rehabilitation, biometrics, sports, surveillance, animation and other application areas. Vision-based gait …","","https://scholar.google.com/scholar?q=related:-tEugIQi9FsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"M Kathing, RK Brahma, S Saharia","Comparative Study on Different",2022,"… Machine Intelligence and …","books.google.com","https://books.google.com/books?hl=en&lr=&id=SUp3EAAAQBAJ&oi=fnd&pg=PA137&ots=G4Hc1JBx2P&sig=0-_jOp1d_DRwLD1MeSMtFJNJ7aE","",20,"2026-08-23 16:47:24","","","",,,,,,0,0.00,0,3,4,"Gait pattern classification is a way of classifying the human walking pattern for identification purposes. The paper aims to compare different classifiers for gait-based human …","","https://scholar.google.com/scholar?q=related:7vkNBwAKUmQJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"Z Li, F Yang, J Fu","Research on Gait Recognition Method Based on Gait Frame Difference Entropy Image",2016,"2nd International Conference on Electronics …","atlantis-press.com","https://www.atlantis-press.com/proceedings/icence-16/25860944","",21,"2026-08-23 16:47:24","","","",,,,,,0,0.00,0,3,10,"To the relatively low recognition rate of gait frame difference energy image (GFDEI), this paper proposes gait frame difference entropy image (GFDEnI) to describe gait feature based …","https://www.atlantis-press.com/article/25860944.pdf","https://scholar.google.com/scholar?q=related:rSBLAwr1LY8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
0,"MKH Moussa","ﻲﻤﻠﻌﻟا ﺚﺤﺒﻟا و ﻲﻟﺎﻌﻟا ﻢﻴﻠﻌﺘﻟا ةرازو‎",2009,"","biblio.univ-annaba.dz","https://biblio.univ-annaba.dz/wp-content/uploads/2014/05/These-Khati-Hadj-moussa-W.pdf","",22,"2026-08-23 16:47:24","PDF","","",,,,,,0,0.00,0,1,17,"Le monde marin a toujours été pour moi un univers attractif qui a baigné ma jeunesse et qui fera toujours partie intégrante de ma vie. Lorsque j'ai commencé mes études supérieures …","https://biblio.univ-annaba.dz/wp-content/uploads/2014/05/These-Khati-Hadj-moussa-W.pdf","https://scholar.google.com/scholar?q=related:oMOJn5lHQV8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11"
