P3,Fragment-level classification of ECG arrhythmia using wavelet scattering transform,2023,"Nahak, Sudestna; Pathak, Akanksha; Saha, Goutam",0,O Akçan,EKG sinyallerinden elde edilen görüntülerin hibrit derin öğrenme yöntemleri kullanılarak sınıflandırılması,2023.0,,search.proquest.com,https://search.proquest.com/openview/d697691b31821d60fd08dfc61eaf4d57/1?pq-origsite=gscholar&cbl=2026366&diss=y,,51,2026-08-23 16:37:38,,,,,,,,,0,0.0,0,1,3.0,Kardiyovasküler hastalıkların en aza indirilmesi için erken teşhis ve tedavi oldukça önemlidir. Kardiyovasküler hastalıkların teşhisinde elektrokardiyogram (EKG) sıklıkla …,,"https://scholar.google.com/scholar?q=related:zgFKxBtFVZAJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",EKG sinyallerinden elde edilen görüntülerin hibrit derin öğrenme yöntemleri kullanılarak sınıflandırılması,O Akçan,2023,Kardiyovasküler hastalıkların en aza indirilmesi için erken teşhis ve tedavi oldukça önemlidir. Kardiyovasküler hastalıkların teşhisinde elektrokardiyogram (EKG) sıklıkla …,Unknown,Unknown,Unknown,Unclassified,2026-08-23 16:37:38,error,
P3,Fragment-level classification of ECG arrhythmia using wavelet scattering transform,2023,"Nahak, Sudestna; Pathak, Akanksha; Saha, Goutam",0,"Y Li, Y Pan, X Wu",A Review of Multi-modal Human Motion Recognition Based on Deep Learning,2024.0,IJLAI Transactions on Science and Engineering,,,,52,2026-08-23 16:37:38,CITATION,,,,,,,,0,0.0,0,3,2.0,,,"https://scholar.google.com/scholar?q=related:zqCktV0MaZIJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",A Review of Multi-modal Human Motion Recognition Based on Deep Learning,"Y Li, Y Pan, X Wu",2024,,IJLAI Transactions on Science and Engineering,Unknown,Unknown,Unclassified,2026-08-23 16:37:38,error,
P3,Fragment-level classification of ECG arrhythmia using wavelet scattering transform,2023,"Nahak, Sudestna; Pathak, Akanksha; Saha, Goutam",0,"X Chen, H Su, J Wang, T Li",Research progress of conductive hydrogel for non-invasive physiological electrical signal collecting electrode,2025.0,New Chemical Materials,,,,53,2026-08-23 16:37:38,CITATION,,,,,,,,0,0.0,0,4,1.0,,,"https://scholar.google.com/scholar?q=related:pA68tMMaYowJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Research progress of conductive hydrogel for non-invasive physiological electrical signal collecting electrode,"X Chen, H Su, J Wang, T Li",2025,,New Chemical Materials,Unknown,Unknown,Unclassified,2026-08-23 16:37:38,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",17,"A Gudigar, U Raghavendra, M Maithri, J Samanth…",Automated system for the detection of heart anomalies using phonocardiograms: A systematic review,2024.0,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10685373/,"https://scholar.google.com/scholar?cites=8708295670581517125&as_sdt=80005&sciodt=0,11&hl=en",1,2026-08-23 16:38:16,,,,,,,,,17,8.5,3,5,2.0,Phonocardiogram (PCG) signals generated by the heart contain information about heart conditions. This review examines how PCG analysis identifies and diagnoses heart issues …,https://ieeexplore.ieee.org/iel8/6287639/6514899/10685373.pdf,"https://scholar.google.com/scholar?q=related:RVsVHMYU2ngJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Automated system for the detection of heart anomalies using phonocardiograms: A systematic review,"A Gudigar, U Raghavendra, M Maithri, J Samanth…",2024,Phonocardiogram (PCG) signals generated by the heart contain information about heart conditions. This review examines how PCG analysis identifies and diagnoses heart issues …,IEEE …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",130,"F Khozeimeh, D Sharifrazi, NH Izadi, JH Joloudari…",RF-CNN-F: random forest with convolutional neural network features for coronary artery disease diagnosis based on cardiac magnetic resonance,2022.0,Scientific reports,nature.com,https://www.nature.com/articles/s41598-022-15374-5,"https://scholar.google.com/scholar?cites=1764127577190240870&as_sdt=80005&sciodt=0,11&hl=en",2,2026-08-23 16:38:16,HTML,,,,,,,,130,32.5,26,5,4.0,Coronary artery disease (CAD) is a prevalent disease with high morbidity and mortality rates. Invasive coronary angiography is the reference standard for diagnosing CAD but is …,https://www.nature.com/articles/s41598-022-15374-5,"https://scholar.google.com/scholar?q=related:ZhLlSK9wexgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",RF-CNN-F: random forest with convolutional neural network features for coronary artery disease diagnosis based on cardiac magnetic resonance,"F Khozeimeh, D Sharifrazi, NH Izadi, JH Joloudari…",2022,Coronary artery disease (CAD) is a prevalent disease with high morbidity and mortality rates. Invasive coronary angiography is the reference standard for diagnosing CAD but is …,Scientific reports,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",67,"A Maity, A Pathak, G Saha",Transfer learning based heart valve disease classification from phonocardiogram signal,2023.0,Biomedical signal processing and control,Elsevier,https://www.sciencedirect.com/science/article/pii/S1746809423002380,"https://scholar.google.com/scholar?cites=7124526970628981024&as_sdt=80005&sciodt=0,11&hl=en",3,2026-08-23 16:38:16,,,,,,,,,67,22.33,22,3,3.0,Physiological conditions that prevent heart valves from functioning precisely to ensure proper blood circulation are known as heart valve disorder (HVD). Detection of HVD is …,,"https://scholar.google.com/scholar?q=related:IMEHTYhn32IJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Transfer learning based heart valve disease classification from phonocardiogram signal,"A Maity, A Pathak, G Saha",2023,Physiological conditions that prevent heart valves from functioning precisely to ensure proper blood circulation are known as heart valve disorder (HVD). Detection of HVD is …,Biomedical signal processing and control,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",28,"H Zhang, F Tian, Y Tan, L Shen, J Liu…",An AI-assisted all-in-one integrated coronary artery disease diagnosis system using a portable heart sound sensor with an on-board executable lightweight model,2025.0,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10909628/,"https://scholar.google.com/scholar?cites=710021318816306512&as_sdt=80005&sciodt=0,11&hl=en",4,2026-08-23 16:38:16,,,,,,,,,28,28.0,5,6,1.0,Heart sounds play a crucial role in assessing Coronary Artery Disease (CAD). The advancement of Artificial Intelligence (AI) technologies has given rise to Computer Audition …,,"https://scholar.google.com/scholar?q=related:UBUAq6CA2gkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",An AI-assisted all-in-one integrated coronary artery disease diagnosis system using a portable heart sound sensor with an on-board executable lightweight model,"H Zhang, F Tian, Y Tan, L Shen, J Liu…",2025,Heart sounds play a crucial role in assessing Coronary Artery Disease (CAD). The advancement of Artificial Intelligence (AI) technologies has given rise to Computer Audition …,IEEE Transactions …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",41,"S Mandala, SS Amini, AR Syaifullah, M Pramudyo…",Enhanced myocardial infarction identification in phonocardiogram signals using segmented feature extraction and transfer learning-based classification,2023.0,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10339316/,"https://scholar.google.com/scholar?cites=18006165265862789829&as_sdt=80005&sciodt=0,11&hl=en",5,2026-08-23 16:38:16,,,,,,,,,41,13.67,8,5,3.0,"Myocardial Infarction (MI), commonly known as a heart attack, is a type of cardiovascular disease characterized by the death of heart muscle cells. This condition occurs due to the …",https://ieeexplore.ieee.org/iel7/6287639/10005208/10339316.pdf,"https://scholar.google.com/scholar?q=related:xYq6lui_4vkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Enhanced myocardial infarction identification in phonocardiogram signals using segmented feature extraction and transfer learning-based classification,"S Mandala, SS Amini, AR Syaifullah, M Pramudyo…",2023,"Myocardial Infarction (MI), commonly known as a heart attack, is a type of cardiovascular disease characterized by the death of heart muscle cells. This condition occurs due to the …",IEEE …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",23,"C Sun, C Liu, X Wang, Y Liu, S Zhao",Coronary artery disease detection based on a novel multi-modal deep-coding method using ECG and PCG signals,2024.0,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/24/21/6939,"https://scholar.google.com/scholar?cites=5843006524523813666&as_sdt=80005&sciodt=0,11&hl=en",6,2026-08-23 16:38:16,HTML,,,,,,,,23,11.5,5,5,2.0,Coronary artery disease (CAD) is an irreversible and fatal disease. It necessitates timely and precise diagnosis to slow CAD progression. Electrocardiogram (ECG) and …,https://www.mdpi.com/1424-8220/24/21/6939,"https://scholar.google.com/scholar?q=related:IhuI-nmHFlEJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Coronary artery disease detection based on a novel multi-modal deep-coding method using ECG and PCG signals,"C Sun, C Liu, X Wang, Y Liu, S Zhao",2024,Coronary artery disease (CAD) is an irreversible and fatal disease. It necessitates timely and precise diagnosis to slow CAD progression. Electrocardiogram (ECG) and …,Sensors,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",23,"W Zhao, H Ma, N Jin, Y Zheng, X Guo",Detection of coronary heart disease based on heart sound and hybrid vision transformer,2025.0,Applied Acoustics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0003682X24005711,"https://scholar.google.com/scholar?cites=12045783269970538114&as_sdt=80005&sciodt=0,11&hl=en",7,2026-08-23 16:38:16,,,,,,,,,23,23.0,5,5,1.0,"As a non-invasive examination method, phonocardiogram (PCG) has been widely used to assist in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is the …",,"https://scholar.google.com/scholar?q=related:gu7vDxA4K6cJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Detection of coronary heart disease based on heart sound and hybrid vision transformer,"W Zhao, H Ma, N Jin, Y Zheng, X Guo",2025,"As a non-invasive examination method, phonocardiogram (PCG) has been widely used to assist in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is the …",Applied Acoustics,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",21,"C Sun, X Liu, C Liu, X Wang, Y Liu, S Zhao, M Zhang","Enhanced cad detection using novel multi-modal learning: Integration of ecg, pcg, and coupling signals",2024.0,Bioengineering,mdpi.com,https://www.mdpi.com/2306-5354/11/11/1093,"https://scholar.google.com/scholar?cites=12973168336302238293&as_sdt=80005&sciodt=0,11&hl=en",8,2026-08-23 16:38:16,HTML,,,,,,,,21,10.5,3,7,2.0,Early and highly precise detection is essential for delaying the progression of coronary artery disease (CAD). Previous methods primarily based on single-modal data inherently …,https://www.mdpi.com/2306-5354/11/11/1093,"https://scholar.google.com/scholar?q=related:Veqj-N3zCbQJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11","Enhanced cad detection using novel multi-modal learning: Integration of ecg, pcg, and coupling signals","C Sun, X Liu, C Liu, X Wang, Y Liu, S Zhao, M Zhang",2024,Early and highly precise detection is essential for delaying the progression of coronary artery disease (CAD). Previous methods primarily based on single-modal data inherently …,Bioengineering,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",102,"H Li, X Wang, C Liu, Q Zeng, Y Zheng, X Chu…",A fusion framework based on multi-domain features and deep learning features of phonocardiogram for coronary artery disease detection,2020.0,Computers in biology …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482520301165,"https://scholar.google.com/scholar?cites=8468267014212391500&as_sdt=80005&sciodt=0,11&hl=en",9,2026-08-23 16:38:16,,,,,,,,,102,17.0,15,7,6.0,Phonocardiogram (PCG) signals reflect the mechanical activity of the heart. Previous studies have reported that PCG signals contain heart murmurs caused by coronary artery disease …,,"https://scholar.google.com/scholar?q=related:TJJJjftThXUJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",A fusion framework based on multi-domain features and deep learning features of phonocardiogram for coronary artery disease detection,"H Li, X Wang, C Liu, Q Zeng, Y Zheng, X Chu…",2020,Phonocardiogram (PCG) signals reflect the mechanical activity of the heart. Previous studies have reported that PCG signals contain heart murmurs caused by coronary artery disease …,Computers in biology …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",0,"A Ainiwaer, TJAJ Konings, K Kadier, X Ma…",Coronary artery disease diagnosis with signal processing and machine learning of heart sound signals: a systematic review,2026.0,npj Digital …,nature.com,https://www.nature.com/articles/s41746-026-02530-8,,10,2026-08-23 16:38:16,,,,,,,,,0,0.0,0,5,1.0,Coronary artery disease (CAD) remains a major contributor to morbidity and mortality worldwide. Heart sound analysis has been investigated as a noninvasive approach to CAD …,https://www.nature.com/articles/s41746-026-02530-8_reference.pdf,"https://scholar.google.com/scholar?q=related:i82T2Kv5W7gJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Coronary artery disease diagnosis with signal processing and machine learning of heart sound signals: a systematic review,"A Ainiwaer, TJAJ Konings, K Kadier, X Ma…",2026,Coronary artery disease (CAD) remains a major contributor to morbidity and mortality worldwide. Heart sound analysis has been investigated as a noninvasive approach to CAD …,npj Digital …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",38,"X Zhou, X Guo, Y Zheng, Y Zhao",Detection of coronary heart disease based on MFCC characteristics of heart sound,2023.0,Applied Acoustics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0003682X2300381X,"https://scholar.google.com/scholar?cites=1989234813856610958&as_sdt=80005&sciodt=0,11&hl=en",11,2026-08-23 16:38:16,,,,,,,,,38,12.67,10,4,3.0,Background Phonocardiogram (PCG) has been widely used to aid in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is one of the leading causes of …,,"https://scholar.google.com/scholar?q=related:jnrDFoYumxsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Detection of coronary heart disease based on MFCC characteristics of heart sound,"X Zhou, X Guo, Y Zheng, Y Zhao",2023,Background Phonocardiogram (PCG) has been widely used to aid in the diagnosis of cardiovascular diseases. Coronary heart disease (CHD) is one of the leading causes of …,Applied Acoustics,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",4,"MK Nath, SS Dash, K Mookkandi",Towards intelligent phonocardiogram analysis: Advances and future perspectives in cardiovascular disease detection,2026.0,Engineering Applications of Artificial …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0952197625033780,"https://scholar.google.com/scholar?cites=4460205589578286002&as_sdt=80005&sciodt=0,11&hl=en",12,2026-08-23 16:38:16,,,,,,,,,4,4.0,1,3,1.0,"Abstract Phonocardiogram (PCG), electrocardiogram (ECG), and ballistocardiogram (BCG) are the non-stationary digital signals used in clinics for identifying various heart related …",,"https://scholar.google.com/scholar?q=related:soMGQFrV5T0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Towards intelligent phonocardiogram analysis: Advances and future perspectives in cardiovascular disease detection,"MK Nath, SS Dash, K Mookkandi",2026,"Abstract Phonocardiogram (PCG), electrocardiogram (ECG), and ballistocardiogram (BCG) are the non-stationary digital signals used in clinics for identifying various heart related …",Engineering Applications of Artificial …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",69,"H Li, X Wang, C Liu, P Li, Y Jiao",Integrating multi-domain deep features of electrocardiogram and phonocardiogram for coronary artery disease detection,2021.0,Computers in Biology and Medicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482521007083,"https://scholar.google.com/scholar?cites=5695311402758775726&as_sdt=80005&sciodt=0,11&hl=en",13,2026-08-23 16:38:16,,,,,,,,,69,13.8,14,5,5.0,Electrocardiogram (ECG) and phonocardiogram (PCG) are both noninvasive and convenient tools that can capture abnormal heart states caused by coronary artery disease …,,"https://scholar.google.com/scholar?q=related:riOrtovPCU8J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Integrating multi-domain deep features of electrocardiogram and phonocardiogram for coronary artery disease detection,"H Li, X Wang, C Liu, P Li, Y Jiao",2021,Electrocardiogram (ECG) and phonocardiogram (PCG) are both noninvasive and convenient tools that can capture abnormal heart states caused by coronary artery disease …,Computers in Biology and Medicine,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",109,"SK Ghosh, RK Tripathy, RN Ponnalagu…",Automated detection of heart valve disorders from the PCG signal using time-frequency magnitude and phase features,2019.0,IEEE Sensors …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8883037/,"https://scholar.google.com/scholar?cites=4179211883129167408&as_sdt=80005&sciodt=0,11&hl=en",14,2026-08-23 16:38:16,,,,,,,,,109,15.57,27,4,7.0,"In this letter, we propose a method for the automated detection of heart valve disorders namely, the aortic stenosis (AS), mitral stenosis (MS), and mitral regurgitation (MR) from the …",https://www.academia.edu/download/105868789/lsens.2019.294917020230922-1-nw7cir.pdf,"https://scholar.google.com/scholar?q=related:MF4BtxCL_zkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Automated detection of heart valve disorders from the PCG signal using time-frequency magnitude and phase features,"SK Ghosh, RK Tripathy, RN Ponnalagu…",2019,"In this letter, we propose a method for the automated detection of heart valve disorders namely, the aortic stenosis (AS), mitral stenosis (MS), and mitral regurgitation (MR) from the …",IEEE Sensors …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",76,"MU Khan, S Aziz, K Iqtidar, GF Zaher…",A two-stage classification model integrating feature fusion for coronary artery disease detection and classification,2022.0,Multimedia Tools and …,Springer,https://link.springer.com/article/10.1007/s11042-021-10805-3,"https://scholar.google.com/scholar?cites=13512091376412304309&as_sdt=80005&sciodt=0,11&hl=en",15,2026-08-23 16:38:16,,10.1007/s11042-021-10805-3,,,,,,,76,19.0,15,5,4.0,"Abstract According to the World Health Organization, Coronary Artery Disease (CAD) is a leading cause of death globally. CAD is categorized into three types, namely Single Vessel …",,"https://scholar.google.com/scholar?q=related:taOsR4SXhLsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",A two-stage classification model integrating feature fusion for coronary artery disease detection and classification,"MU Khan, S Aziz, K Iqtidar, GF Zaher…",2022,"Abstract According to the World Health Organization, Coronary Artery Disease (CAD) is a leading cause of death globally. CAD is categorized into three types, namely Single Vessel …",Multimedia Tools and …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",56,"A Pathak, K Mandana, G Saha",Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022.0,IEEE Journal of Biomedical …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9669106/,"https://scholar.google.com/scholar?cites=3258735548767970850&as_sdt=80005&sciodt=0,11&hl=en",16,2026-08-23 16:38:16,,,,,,,,,56,14.0,19,3,4.0,"Conventional machine learning has paved the way for a simple, affordable, non-invasive approach for Coronary artery disease (CAD) detection using phonocardiogram (PCG). It …",,"https://scholar.google.com/scholar?q=related:IqZAUbdaOS0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,"A Pathak, K Mandana, G Saha",2022,"Conventional machine learning has paved the way for a simple, affordable, non-invasive approach for Coronary artery disease (CAD) detection using phonocardiogram (PCG). It …",IEEE Journal of Biomedical …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",56,"K Iqtidar, U Qamar, S Aziz, MU Khan",Phonocardiogram signal analysis for classification of Coronary Artery Diseases using MFCC and 1D adaptive local ternary patterns,2021.0,Computers in Biology and Medicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482521007204,"https://scholar.google.com/scholar?cites=9833873827549311062&as_sdt=80005&sciodt=0,11&hl=en",17,2026-08-23 16:38:16,,,,,,,,,56,11.2,14,4,5.0,Abstract Coronary Artery Diseases (CADs) are a dominant cause of worldwide fatalities. The development of accurate and timely diagnosis routines is imperative to reduce these risks …,https://www.researchgate.net/profile/Sumair-Aziz/publication/355162111_Phonocardiogram_Signal_Analysis_for_Classification_of_Coronary_Artery_Diseases_using_MFCC_and_1D_Adaptive_Local_Ternary_Patterns/links/67a8a4a1645ef274a478a103/Phonocardiogram-Signal-Analysis-for-Classification-of-Coronary-Artery-Diseases-using-MFCC-and-1D-Adaptive-Local-Ternary-Patterns.pdf,"https://scholar.google.com/scholar?q=related:VnAW4STweIgJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Phonocardiogram signal analysis for classification of Coronary Artery Diseases using MFCC and 1D adaptive local ternary patterns,"K Iqtidar, U Qamar, S Aziz, MU Khan",2021,Abstract Coronary Artery Diseases (CADs) are a dominant cause of worldwide fatalities. The development of accurate and timely diagnosis routines is imperative to reduce these risks …,Computers in Biology and Medicine,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",4,"M Jakubec, E Lieskovska, P Pocta",A robust deep learning based model for denoising phonocardiogram signals in clinical environments,2025.0,Engineering Applications of Artificial …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0952197625022948,"https://scholar.google.com/scholar?cites=15665872037981697718&as_sdt=80005&sciodt=0,11&hl=en",18,2026-08-23 16:38:16,,,,,,,,,4,4.0,1,3,1.0,"A cardiac auscultation, being a very popular first line cardiovascular diseases screening method, typically produces phonocardiogram signals contaminated by background sounds …",,"https://scholar.google.com/scholar?q=related:trafAJ5baNkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",A robust deep learning based model for denoising phonocardiogram signals in clinical environments,"M Jakubec, E Lieskovska, P Pocta",2025,"A cardiac auscultation, being a very popular first line cardiovascular diseases screening method, typically produces phonocardiogram signals contaminated by background sounds …",Engineering Applications of Artificial …,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",13,"A Maity, G Saha",Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning,2024.0,Computer methods and programs in biomedicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169260724004553,"https://scholar.google.com/scholar?cites=16002312569823237532&as_sdt=80005&sciodt=0,11&hl=en",19,2026-08-23 16:38:16,,,,,,,,,13,6.5,7,2,2.0,Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …,,"https://scholar.google.com/scholar?q=related:nBUVlX-iE94J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning,"A Maity, G Saha",2024,Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …,Computer methods and programs in biomedicine,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
P4,Classification of coronary artery diseased and normal subjects using multi-channel phonocardiogram signal,2019,"Samanta, Pranab; Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",66,"T Tuncer, S Dogan, RS Tan, UR Acharya",Application of Petersen graph pattern technique for automated detection of heart valve diseases with PCG signals,2021.0,Information Sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S0020025521001298,"https://scholar.google.com/scholar?cites=2092331191816234468&as_sdt=80005&sciodt=0,11&hl=en",20,2026-08-23 16:38:16,,,,,,,,,66,13.2,17,4,5.0,"This work aimed to use machine learning to diagnose four heart valve disease conditions and normal heart sounds. This paper proposed the automated classification of normal, aortic …",,"https://scholar.google.com/scholar?q=related:5CWtICJ0CR0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Application of Petersen graph pattern technique for automated detection of heart valve diseases with PCG signals,"T Tuncer, S Dogan, RS Tan, UR Acharya",2021,"This work aimed to use machine learning to diagnose four heart valve disease conditions and normal heart sounds. This paper proposed the automated classification of normal, aortic …",Information Sciences,Unknown,Unknown,Unclassified,2026-08-23 16:38:16,error,
